416667	1.0
416668	2.0
416682	0.0
417347	1.0
417348	2.0
417959	1.0
418161	0.0
418257	1.0
418272	0.0
418404	1.0
418409	2.0
419455	0.0
1013248	1.0
1013249	2.0
1017418	3.0
1017419	5.0
1017433	2.0
1018236	3.0
1020718	2.0
1032076	3.0
1032077	6.0
1032078	10.0
1032079	15.0
1032080	17.0
1032081	19.0
1032281	18.0
1032306	19.0
1032406	6.0
1032984	7.0
1032985	9.0
1032986	13.0
1032987	17.0
1032988	19.0
1032992	19.0
1032996	6.0
1033141	7.0
1033142	10.0
1033143	15.0
1033144	17.0
1033145	19.0
1033273	6.0
1033382	7.0
1033383	10.0
1033384	15.0
1033385	17.0
1033386	19.0
1033390	19.0
1033394	6.0
1033498	7.0
1033499	10.0
1033500	15.0
1033501	17.0
1033502	19.0
1036391	20.0
1036405	19.0
1036408	20.0
1036426	19.0
1036450	20.0
1036608	19.0
1039524	20.0
1039525	21.0
1039526	22.0
1039527	23.0
1040172	19.0
1040404	20.0
1040405	21.0
1040406	22.0
1040407	23.0
1042218	19.0
1042252	20.0
1042253	21.0
1042254	22.0
1042255	23.0
1042263	19.0
1042367	20.0
1042368	21.0
1042369	22.0
1042370	23.0
1042984	21.0
1042985	22.0
1042986	23.0
1042991	23.0
1042995	19.0
1043097	20.0
1043098	21.0
1043099	22.0
1043100	23.0
1045525	19.0
1045646	20.0
1045647	21.0
1045648	22.0
1045649	23.0
1046431	19.0
1046553	20.0
1046554	21.0
1046555	22.0
1046556	23.0
1046566	19.0
1046642	20.0
1046643	21.0
1046644	22.0
1046645	23.0
1046655	19.0
1046771	20.0
1046772	21.0
1046773	22.0
1046774	23.0
1046779	23.0
1046783	19.0
1046918	20.0
1046919	21.0
1046920	22.0
1046921	23.0
1046926	23.0
1046930	19.0
1047149	20.0
1047150	21.0
1047151	22.0
1047152	23.0
1047157	23.0
1047161	19.0
1047260	20.0
1047261	21.0
1047262	22.0
1047263	23.0
1047268	23.0
1047272	19.0
1047306	20.0
1047307	21.0
1047308	22.0
1047309	23.0
1047319	19.0
1047479	20.0
1047480	21.0
1047481	22.0
1047482	23.0
1053434	22.0
1106214	20.0
1106848	21.0
1106849	22.0
1109093	20.0
1109094	21.0
1109095	22.0
1110624	23.0
1110645	22.0
1110662	23.0
1110673	22.0
1110689	23.0
1111288	24.0
1111302	23.0
1111506	24.0
1112004	23.0
1112132	20.0
1112218	21.0
1112231	20.0
1112278	21.0
1112279	23.0
1112407	24.0
1112419	23.0
1112486	24.0
1112904	23.0
1113124	24.0
1113776	23.0
1116089	20.0
1116152	21.0
1116153	23.0
1116164	20.0
1116216	21.0
1116217	23.0
1120350	24.0
1120456	23.0
1121006	20.0
1121058	21.0
1121059	23.0
1121621	20.0
1121735	22.0
1121736	23.0
1122078	20.0
1123010	21.0
1123011	23.0
1123400	20.0
1123586	19.0
1123905	20.0
1123906	22.0
1124154	19.0
1126344	20.0
1126345	22.0
1126352	22.0
1126355	19.0
1127277	20.0
1127278	22.0
1127285	22.0
1127288	19.0
1128586	20.0
1128587	22.0
1129051	19.0
1209316	20.0
1209317	21.0
1209328	19.0
1209526	20.0
1209527	21.0
1210089	19.0
1210480	20.0
1210481	21.0
1213020	20.0
1213366	21.0
1214580	20.0
1214654	21.0
1214807	20.0
1214955	21.0
1221509	20.0
1237340	21.0
1237886	20.0
1238313	21.0
1238918	20.0
1239972	21.0
1240005	20.0
1240688	21.0
1240699	20.0
1240845	21.0
1240855	20.0
1241192	21.0
1241202	20.0
1241473	21.0
1241671	20.0
1241729	21.0
1241740	20.0
1241880	21.0
1242508	20.0
1243556	21.0
1243566	20.0
1243721	21.0
1244271	20.0
1244512	21.0
1244523	20.0
1244558	21.0
1245213	20.0
1245472	21.0
1246108	20.0
1246316	21.0
1247170	20.0
